#,HEAD OF ACCOUNT,HEAD DESCRIPTION,Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Area,ACTUALS 2016-17,BUDGET 2017-18,REVISED 2017-18,BUDGET 2018-19
100,0039-00-800-0000-000-00-00-GA,State Excise$NULL$Other Receipts$NULL$NULL$NULL$NULL,State Excise,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,20463.49,10086.97,22509.84,127.1
101,0039-00-800-0000-000-00-00-SA,State Excise$NULL$Other Receipts$NULL$NULL$NULL$NULL,State Excise,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.0,132.03,0.0,0.0
102,0040-00-101-0000-000-00-00-GA,"Taxes on Sales, Trade Etc$NULL$Receipts under Central Sales Tax Act$NULL$NULL$NULL$NULL","Taxes on Sales, Trade Etc",NULL,Receipts under Central Sales Tax Act,NULL,NULL,NULL,NULL,General Area,55823.09,34132.08,67200.0,0.0
103,0040-00-101-0000-000-00-00-SA,"Taxes on Sales, Trade Etc$NULL$Receipts under Central Sales Tax Act$NULL$NULL$NULL$NULL","Taxes on Sales, Trade Etc",NULL,Receipts under Central Sales Tax Act,NULL,NULL,NULL,NULL,Special Area,2.7,1.88,0.0,0.0
104,0040-00-101-7043-000-00-00-GA,"Taxes on Sales, Trade Etc$NULL$Receipts under Central Sales Tax Act$Petroleum Products & liquor$NULL$NULL$NULL","Taxes on Sales, Trade Etc",NULL,Receipts under Central Sales Tax Act,Petroleum Products & liquor,NULL,NULL,NULL,General Area,0.0,0.0,0.0,16869.0
105,0040-00-102-4007-000-00-00-GA,"Taxes on Sales, Trade Etc$NULL$Receipts under State Sales Tax Act$State Sales Tax Collections$NULL$NULL$NULL","Taxes on Sales, Trade Etc",NULL,Receipts under State Sales Tax Act,State Sales Tax Collections,NULL,NULL,NULL,General Area,6946.45,675.66,0.0,0.0
106,0040-00-102-4007-000-00-00-SA,"Taxes on Sales, Trade Etc$NULL$Receipts under State Sales Tax Act$State Sales Tax Collections$NULL$NULL$NULL","Taxes on Sales, Trade Etc",NULL,Receipts under State Sales Tax Act,State Sales Tax Collections,NULL,NULL,NULL,Special Area,0.03,1.66,0.0,0.0
107,0040-00-110-3298-000-00-00-GA,"Taxes on Sales, Trade Etc$NULL$Trade Tax$Value Added Tax (VAT)$NULL$NULL$NULL","Taxes on Sales, Trade Etc",NULL,Trade Tax,Value Added Tax (VAT),NULL,NULL,NULL,General Area,806891.03,131842.63,411000.0,0.0
108,0040-00-110-3298-000-00-00-SA,"Taxes on Sales, Trade Etc$NULL$Trade Tax$Value Added Tax (VAT)$NULL$NULL$NULL","Taxes on Sales, Trade Etc",NULL,Trade Tax,Value Added Tax (VAT),NULL,NULL,NULL,Special Area,5032.13,2784.13,600.0,0.0
109,0040-00-110-3298-801-00-00-GA,"Taxes on Sales, Trade Etc$NULL$Trade Tax$Value Added Tax (VAT)$Petroleum Products & liquor$NULL$NULL","Taxes on Sales, Trade Etc",NULL,Trade Tax,Value Added Tax (VAT),Petroleum Products & liquor,NULL,NULL,General Area,0.0,0.0,0.0,387262.0
110,0040-00-800-0000-000-00-00-GA,"Taxes on Sales, Trade Etc$NULL$Other Receipts$NULL$NULL$NULL$NULL","Taxes on Sales, Trade Etc",NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,465.97,1891.73,1200.0,0.0
111,0040-00-800-0000-000-00-00-SA,"Taxes on Sales, Trade Etc$NULL$Other Receipts$NULL$NULL$NULL$NULL","Taxes on Sales, Trade Etc",NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,1.98,0.02,0.0,0.0
112,0041-00-101-0000-000-00-00-SA,Taxes on Vehicles$NULL$Reciepts under Indian Motor Vehicles$NULL$NULL$NULL$NULL,Taxes on Vehicles,NULL,Reciepts under Indian Motor Vehicles,NULL,NULL,NULL,NULL,Special Area,0.11,11.92,0.12,0.0
113,0041-00-101-0000-000-00-00-GA,Taxes on Vehicles$NULL$Reciepts under Indian Motor Vehicles$NULL$NULL$NULL$NULL,Taxes on Vehicles,NULL,Reciepts under Indian Motor Vehicles,NULL,NULL,NULL,NULL,General Area,22776.65,30344.55,25054.32,71531.94
114,0041-00-102-0000-000-00-00-GA,Taxes on Vehicles$NULL$Receipts under State Motor Vehicles Taxation Act$NULL$NULL$NULL$NULL,Taxes on Vehicles,NULL,Receipts under State Motor Vehicles Taxation Act,NULL,NULL,NULL,NULL,General Area,22999.73,31682.69,25299.7,1658.25
115,0041-00-102-0000-000-00-00-SA,Taxes on Vehicles$NULL$Receipts under State Motor Vehicles Taxation Act$NULL$NULL$NULL$NULL,Taxes on Vehicles,NULL,Receipts under State Motor Vehicles Taxation Act,NULL,NULL,NULL,NULL,Special Area,677.92,1110.2,745.71,0.0
116,0041-00-800-0000-000-00-00-GA,Taxes on Vehicles$NULL$Other Receipts$NULL$NULL$NULL$NULL,Taxes on Vehicles,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,5704.76,6022.33,6275.24,544.98
117,0041-00-800-0000-000-00-00-SA,Taxes on Vehicles$NULL$Other Receipts$NULL$NULL$NULL$NULL,Taxes on Vehicles,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.0,5.34,0.0,0.0
118,0042-00-101-0000-000-00-00-GA,Taxes on Goods and Passengers$NULL$Taxes Collection$NULL$NULL$NULL$NULL,Taxes on Goods and Passengers,NULL,Taxes Collection,NULL,NULL,NULL,NULL,General Area,309.72,310.31,340.69,1064.83
119,0042-00-101-0000-000-00-00-SA,Taxes on Goods and Passengers$NULL$Taxes Collection$NULL$NULL$NULL$NULL,Taxes on Goods and Passengers,NULL,Taxes Collection,NULL,NULL,NULL,NULL,Special Area,0.03,0.3,0.03,0.0
120,0042-00-102-0000-000-00-00-GA,Taxes on Goods and Passengers$NULL$Tolls On Roads$NULL$NULL$NULL$NULL,Taxes on Goods and Passengers,NULL,Tolls On Roads,NULL,NULL,NULL,NULL,General Area,8.44,7.97,9.28,0.0
121,0042-00-103-0000-000-00-00-GA,Taxes on Goods and Passengers$NULL$Taxes Collection - Passenger Taxes$NULL$NULL$NULL$NULL,Taxes on Goods and Passengers,NULL,Taxes Collection - Passenger Taxes,NULL,NULL,NULL,NULL,General Area,1.52,0.17,1.67,0.0
122,0042-00-104-0000-000-00-00-GA,Taxes on Goods and Passengers$NULL$Taxes Collection - Goods Taxes$NULL$NULL$NULL$NULL,Taxes on Goods and Passengers,NULL,Taxes Collection - Goods Taxes,NULL,NULL,NULL,NULL,General Area,0.71,6.44,0.78,0.0
123,0042-00-106-0000-000-00-00-GA,Taxes on Goods and Passengers$NULL$Tax on entry of goods into Local Areas$NULL$NULL$NULL$NULL,Taxes on Goods and Passengers,NULL,Tax on entry of goods into Local Areas,NULL,NULL,NULL,NULL,General Area,101493.77,20896.84,42330.0,0.0
124,0042-00-106-0000-000-00-00-SA,Taxes on Goods and Passengers$NULL$Tax on entry of goods into Local Areas$NULL$NULL$NULL$NULL,Taxes on Goods and Passengers,NULL,Tax on entry of goods into Local Areas,NULL,NULL,NULL,NULL,Special Area,55.11,16.74,0.0,0.0
125,0042-00-800-0000-000-00-00-GA,Taxes on Goods and Passengers$NULL$Other Receipts$NULL$NULL$NULL$NULL,Taxes on Goods and Passengers,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,5111.89,17.2,5623.08,0.0
126,0042-00-800-0000-000-00-00-SA,Taxes on Goods and Passengers$NULL$Other Receipts$NULL$NULL$NULL$NULL,Taxes on Goods and Passengers,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.0,0.03,0.0,0.0
127,0043-00-101-0000-000-00-00-GA,Taxes and Duties on Electricity$NULL$Taxes On Sale Of Electricity$NULL$NULL$NULL$NULL,Taxes and Duties on Electricity,NULL,Taxes On Sale Of Electricity,NULL,NULL,NULL,NULL,General Area,4613.52,7264.14,5074.87,0.0
128,0043-00-101-0000-000-00-00-SA,Taxes and Duties on Electricity$NULL$Taxes On Sale Of Electricity$NULL$NULL$NULL$NULL,Taxes and Duties on Electricity,NULL,Taxes On Sale Of Electricity,NULL,NULL,NULL,NULL,Special Area,1.49,0.42,1.64,0.0
129,0043-00-101-7054-000-00-00-GA,Taxes and Duties on Electricity$NULL$Taxes On Sale Of Electricity$Electricity Duty and Grants-in-aid to ASEB$NULL$NULL$NULL,Taxes and Duties on Electricity,NULL,Taxes On Sale Of Electricity,Electricity Duty and Grants-in-aid to ASEB,NULL,NULL,NULL,General Area,0.0,0.0,0.0,5792.0
130,0043-00-102-0000-000-00-00-GA,Taxes and Duties on Electricity$NULL$Fees Under Indian Electricity Rules$NULL$NULL$NULL$NULL,Taxes and Duties on Electricity,NULL,Fees Under Indian Electricity Rules,NULL,NULL,NULL,NULL,General Area,318.63,301.92,350.49,385.54
131,0043-00-102-0000-000-00-00-SA,Taxes and Duties on Electricity$NULL$Fees Under Indian Electricity Rules$NULL$NULL$NULL$NULL,Taxes and Duties on Electricity,NULL,Fees Under Indian Electricity Rules,NULL,NULL,NULL,NULL,Special Area,4.01,13.91,4.41,4.85
132,0043-00-103-0000-000-00-00-GA,Taxes and Duties on Electricity$NULL$Fees For Electrical Inspection Of Cinemas$NULL$NULL$NULL$NULL,Taxes and Duties on Electricity,NULL,Fees For Electrical Inspection Of Cinemas,NULL,NULL,NULL,NULL,General Area,3.12,12.61,3.43,3.78
133,0043-00-103-0000-000-00-00-SA,Taxes and Duties on Electricity$NULL$Fees For Electrical Inspection Of Cinemas$NULL$NULL$NULL$NULL,Taxes and Duties on Electricity,NULL,Fees For Electrical Inspection Of Cinemas,NULL,NULL,NULL,NULL,Special Area,0.78,2.39,0.86,0.94
134,0043-00-800-0000-000-00-00-GA,Taxes and Duties on Electricity$NULL$Other Receipts$NULL$NULL$NULL$NULL,Taxes and Duties on Electricity,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,2.65,4.23,2.92,3.21
135,0043-00-800-0000-000-00-00-SA,Taxes and Duties on Electricity$NULL$Other Receipts$NULL$NULL$NULL$NULL,Taxes and Duties on Electricity,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.08,0.0,0.09,0.1
136,0044-00-901-0000-000-00-00-GA,Service Tax$NULL$Share Of Net Proceeds$NULL$NULL$NULL$NULL,Service Tax,NULL,Share Of Net Proceeds,NULL,NULL,NULL,NULL,General Area,315460.0,451640.0,102887.0,0.0
137,0045-00-101-0000-000-00-00-GA,Other Taxes and Duties on Commodities & Services$NULL$Entertainment Taxes$NULL$NULL$NULL$NULL,Other Taxes and Duties on Commodities & Services,NULL,Entertainment Taxes,NULL,NULL,NULL,NULL,General Area,155.78,75.86,171.36,0.0
138,0045-00-101-0000-000-00-00-SA,Other Taxes and Duties on Commodities & Services$NULL$Entertainment Taxes$NULL$NULL$NULL$NULL,Other Taxes and Duties on Commodities & Services,NULL,Entertainment Taxes,NULL,NULL,NULL,NULL,Special Area,2.82,0.83,3.1,0.0
139,0045-00-102-0000-000-00-00-GA,Other Taxes and Duties on Commodities & Services$NULL$Betting Tax$NULL$NULL$NULL$NULL,Other Taxes and Duties on Commodities & Services,NULL,Betting Tax,NULL,NULL,NULL,NULL,General Area,28.91,13.29,31.8,0.0
140,0045-00-105-0000-000-00-00-GA,Other Taxes and Duties on Commodities & Services$NULL$Luxury Tax$NULL$NULL$NULL$NULL,Other Taxes and Duties on Commodities & Services,NULL,Luxury Tax,NULL,NULL,NULL,NULL,General Area,1449.06,434.26,1593.97,0.0
141,0045-00-105-0000-000-00-00-SA,Other Taxes and Duties on Commodities & Services$NULL$Luxury Tax$NULL$NULL$NULL$NULL,Other Taxes and Duties on Commodities & Services,NULL,Luxury Tax,NULL,NULL,NULL,NULL,Special Area,0.35,0.08,0.39,0.0
142,0045-00-111-0000-000-00-00-GA,Other Taxes and Duties on Commodities & Services$NULL$Taxes On Advertisement Exhibited In Cinema Theatre$NULL$NULL$NULL$NULL,Other Taxes and Duties on Commodities & Services,NULL,Taxes On Advertisement Exhibited In Cinema Theatre,NULL,NULL,NULL,NULL,General Area,6260.16,7178.36,6886.18,0.0
143,0045-00-800-0000-000-00-00-GA,Other Taxes and Duties on Commodities & Services$NULL$Other Receipts$NULL$NULL$NULL$NULL,Other Taxes and Duties on Commodities & Services,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,0.38,91.03,0.42,0.0
144,0045-00-800-0000-000-00-00-SA,Other Taxes and Duties on Commodities & Services$NULL$Other Receipts$NULL$NULL$NULL$NULL,Other Taxes and Duties on Commodities & Services,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.0,0.05,0.0,0.0
145,0045-00-901-0000-000-00-00-GA,Other Taxes and Duties on Commodities & Services$NULL$Share Of Net Proceeds$NULL$NULL$NULL$NULL,Other Taxes and Duties on Commodities & Services,NULL,Share Of Net Proceeds,NULL,NULL,NULL,NULL,General Area,8870.0,6215.0,0.0,0.0
146,0049-04-103-0000-000-00-00-GA,Interest Receipts$Interest Receipts of State/Union Territory Government$Interest from Departmental Commercial Undertakings$NULL$NULL$NULL$NULL,Interest Receipts,Interest Receipts of State/Union Territory Government,Interest from Departmental Commercial Undertakings,NULL,NULL,NULL,NULL,General Area,0.96,13.45,1.07,1.18
147,0049-04-107-0000-000-00-00-GA,Interest Receipts$Interest Receipts of State/Union Territory Government$Interest from Cultivators$NULL$NULL$NULL$NULL,Interest Receipts,Interest Receipts of State/Union Territory Government,Interest from Cultivators,NULL,NULL,NULL,NULL,General Area,3.23,4.11,3.59,3.98
148,0049-04-110-0000-000-00-00-GA,Interest Receipts$Interest Receipts of State/Union Territory Government$Interest Realised on Investment of Cash Balances$NULL$NULL$NULL$NULL,Interest Receipts,Interest Receipts of State/Union Territory Government,Interest Realised on Investment of Cash Balances,NULL,NULL,NULL,NULL,General Area,45812.2,37604.89,50851.54,56445.21
149,0049-04-190-0000-000-00-00-GA,Interest Receipts$Interest Receipts of State/Union Territory Government$Interest from Public Sector & Other Undertakings$NULL$NULL$NULL$NULL,Interest Receipts,Interest Receipts of State/Union Territory Government,Interest from Public Sector & Other Undertakings,NULL,NULL,NULL,NULL,General Area,213.01,0.0,236.44,262.45
150,0049-04-195-0000-000-00-00-GA,Interest Receipts$Interest Receipts of State/Union Territory Government$Interest from Co-Operative Societies$NULL$NULL$NULL$NULL,Interest Receipts,Interest Receipts of State/Union Territory Government,Interest from Co-Operative Societies,NULL,NULL,NULL,NULL,General Area,4.24,7.9,4.71,5.22
151,0049-04-195-0000-000-00-00-SA,Interest Receipts$Interest Receipts of State/Union Territory Government$Interest from Co-Operative Societies$NULL$NULL$NULL$NULL,Interest Receipts,Interest Receipts of State/Union Territory Government,Interest from Co-Operative Societies,NULL,NULL,NULL,NULL,Special Area,1.15,0.63,1.28,1.42
152,0049-04-800-0000-000-00-00-GA,Interest Receipts$Interest Receipts of State/Union Territory Government$Other Receipts$NULL$NULL$NULL$NULL,Interest Receipts,Interest Receipts of State/Union Territory Government,Other Receipts,NULL,NULL,NULL,NULL,General Area,1480.54,2159.38,1643.4,1824.17
153,0049-04-800-0000-000-00-00-SA,Interest Receipts$Interest Receipts of State/Union Territory Government$Other Receipts$NULL$NULL$NULL$NULL,Interest Receipts,Interest Receipts of State/Union Territory Government,Other Receipts,NULL,NULL,NULL,NULL,Special Area,24.48,41.35,27.17,30.16
154,0049-04-800-5305-000-00-00-GA,Interest Receipts$Interest Receipts of State/Union Territory Government$Other Receipts$Interest on HBA (HUDCO)$NULL$NULL$NULL,Interest Receipts,Interest Receipts of State/Union Territory Government,Other Receipts,Interest on HBA (HUDCO),NULL,NULL,NULL,General Area,0.0,0.0,315.0,0.0
155,0050-00-101-0000-000-00-00-GA,Dividends and Profits$NULL$Dividends from Public Undertakings$NULL$NULL$NULL$NULL,Dividends and Profits,NULL,Dividends from Public Undertakings,NULL,NULL,NULL,NULL,General Area,0.12,32.37,0.13,0.15
156,0050-00-200-0000-000-00-00-GA,Dividends and Profits$NULL$Dividends from Other Investment$NULL$NULL$NULL$NULL,Dividends and Profits,NULL,Dividends from Other Investment,NULL,NULL,NULL,NULL,General Area,12444.33,9232.9,13813.21,15332.66
157,0051-00-102-0000-000-00-00-GA,Public Service Commission$NULL$Assam Public Service Commission$NULL$NULL$NULL$NULL,Public Service Commission,NULL,Assam Public Service Commission,NULL,NULL,NULL,NULL,General Area,145.19,0.66,161.16,178.89
158,0051-00-102-0000-000-00-00-SA,Public Service Commission$NULL$Assam Public Service Commission$NULL$NULL$NULL$NULL,Public Service Commission,NULL,Assam Public Service Commission,NULL,NULL,NULL,NULL,Special Area,2.78,0.01,3.09,3.43
159,0051-00-800-0000-000-00-00-GA,Public Service Commission$NULL$Other Receipts$NULL$NULL$NULL$NULL,Public Service Commission,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,12.76,0.0,14.16,15.72
160,0055-00-101-0000-000-00-00-GA,Police$NULL$Police supplied to other Governments$NULL$NULL$NULL$NULL,Police,NULL,Police supplied to other Governments,NULL,NULL,NULL,NULL,General Area,38.59,1896.37,42.83,47.55
161,0055-00-102-0000-000-00-00-GA,Police$NULL$Police supplied to other parties$NULL$NULL$NULL$NULL,Police,NULL,Police supplied to other parties,NULL,NULL,NULL,NULL,General Area,3603.94,3354.38,4000.37,4440.41
162,0055-00-102-0000-000-00-00-SA,Police$NULL$Police supplied to other parties$NULL$NULL$NULL$NULL,Police,NULL,Police supplied to other parties,NULL,NULL,NULL,NULL,Special Area,142.75,174.81,158.45,175.88
163,0055-00-103-0000-000-00-00-GA,"Police$NULL$Fees, Fines and Forfeitures$NULL$NULL$NULL$NULL",Police,NULL,"Fees, Fines and Forfeitures",NULL,NULL,NULL,NULL,General Area,786.51,668.54,873.03,969.06
164,0055-00-103-0000-000-00-00-SA,"Police$NULL$Fees, Fines and Forfeitures$NULL$NULL$NULL$NULL",Police,NULL,"Fees, Fines and Forfeitures",NULL,NULL,NULL,NULL,Special Area,1.09,3.2,1.21,1.34
165,0055-00-104-0000-000-00-00-GA,Police$NULL$Receipts under Arms Act$NULL$NULL$NULL$NULL,Police,NULL,Receipts under Arms Act,NULL,NULL,NULL,NULL,General Area,26.89,151.16,29.85,33.13
166,0055-00-104-0000-000-00-00-SA,Police$NULL$Receipts under Arms Act$NULL$NULL$NULL$NULL,Police,NULL,Receipts under Arms Act,NULL,NULL,NULL,NULL,Special Area,0.16,0.01,0.18,0.2
167,0055-00-105-0000-000-00-00-GA,Police$NULL$Receipts of State Hq. Police$Null$Null$NULL$NULL,Police,NULL,Receipts of State Hq. Police,Null,Null,NULL,NULL,General Area,4.41,0.0,4.9,5.43
168,0055-00-800-0000-000-00-00-GA,Police$NULL$Other Receipts$NULL$NULL$NULL$NULL,Police,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,663.86,700.87,736.88,817.94
169,0055-00-800-0000-000-00-00-SA,Police$NULL$Other Receipts$NULL$NULL$NULL$NULL,Police,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,19.74,10.09,21.91,24.32
170,0056-00-102-0000-000-00-00-GA,Jails$NULL$Sale Of Jail Manufactures$NULL$NULL$NULL$NULL,Jails,NULL,Sale Of Jail Manufactures,NULL,NULL,NULL,NULL,General Area,5.18,5.79,5.75,6.38
171,0056-00-102-0000-000-00-00-SA,Jails$NULL$Sale Of Jail Manufactures$NULL$NULL$NULL$NULL,Jails,NULL,Sale Of Jail Manufactures,NULL,NULL,NULL,NULL,Special Area,0.0,0.04,0.0,0.0
172,0056-00-501-0000-000-00-00-GA,Jails$NULL$Services and Service Fees$Null$Null$NULL$NULL,Jails,NULL,Services and Service Fees,Null,Null,NULL,NULL,General Area,0.11,0.0,0.12,0.14
173,0056-00-800-0000-000-00-00-GA,Jails$NULL$Other Receipts$NULL$NULL$NULL$NULL,Jails,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,7.33,7.09,8.14,9.03
174,0056-00-800-0000-000-00-00-SA,Jails$NULL$Other Receipts$NULL$NULL$NULL$NULL,Jails,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.0,0.06,0.0,0.0
175,0058-00-101-0000-000-00-00-GA,Stationery and Printing$NULL$Stationery Receipts$NULL$NULL$NULL$NULL,Stationery and Printing,NULL,Stationery Receipts,NULL,NULL,NULL,NULL,General Area,1.13,1.11,1.25,1.39
176,0058-00-102-0000-000-00-00-GA,Stationery and Printing$NULL$Sale Of Gazettes Etc.$NULL$NULL$NULL$NULL,Stationery and Printing,NULL,Sale Of Gazettes Etc.,NULL,NULL,NULL,NULL,General Area,0.18,0.44,0.2,0.22
177,0058-00-800-0000-000-00-00-GA,Stationery and Printing$NULL$Other Receipts$NULL$NULL$NULL$NULL,Stationery and Printing,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,2.47,3.24,2.74,3.04
178,0059-01-011-0000-000-00-00-GA,Public Works$Office Buildings$Rents$NULL$NULL$NULL$NULL,Public Works,Office Buildings,Rents,NULL,NULL,NULL,NULL,General Area,3.12,1.53,3.46,3.84
179,0059-01-102-0000-000-00-00-GA,Public Works$Office Buildings$Hire Charges of Machinery and Equipment$NULL$NULL$NULL$NULL,Public Works,Office Buildings,Hire Charges of Machinery and Equipment,NULL,NULL,NULL,NULL,General Area,1.42,7.14,1.58,1.75
180,0059-01-800-0000-000-00-00-GA,Public Works$Office Buildings$Other Receipts$NULL$NULL$NULL$NULL,Public Works,Office Buildings,Other Receipts,NULL,NULL,NULL,NULL,General Area,38.39,74.73,42.61,47.3
181,0059-60-800-0000-000-00-00-GA,Public Works$Other Buildings$Other Receipts$NULL$NULL$NULL$NULL,Public Works,Other Buildings,Other Receipts,NULL,NULL,NULL,NULL,General Area,35.86,11.98,39.8,44.18
182,0059-80-102-0000-000-00-00-GA,"Public Works$General$Hire Charges, Machinery And Equipment$NULL$NULL$NULL$NULL",Public Works,General,"Hire Charges, Machinery And Equipment",NULL,NULL,NULL,NULL,General Area,2.75,4.73,3.05,3.39
183,0059-80-800-0000-000-00-00-GA,Public Works$General$Other Receipts$NULL$NULL$NULL$NULL,Public Works,General,Other Receipts,NULL,NULL,NULL,NULL,General Area,255.65,405.33,283.77,314.99
184,0070-01-102-0000-000-00-00-GA,Other Administrative Services$Administration of Justice$Fines and Forfeitures$NULL$NULL$NULL$NULL,Other Administrative Services,Administration of Justice,Fines and Forfeitures,NULL,NULL,NULL,NULL,General Area,220.36,408.88,244.6,271.51
